parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-52-05-27-000,970 HUGHES ST,"$32,800.00",,,,,,,,
81-52-05-36-000,HUGHES ST,$200.00,,,,,,,,
81-53-01-19-000,SHARON AVE,$700.00,,,,,,,,
81-53-01-20-000,1293 SHARON AVE,"$4,100.00",,,,,,,,
81-53-01-21-000,1293 SHARON AVE,"$42,000.00",2,1901,3,1,0,1520,YES,296
81-53-02-06-000,1213 GRANT ST,"$74,700.00",2,1901,2,1,0,1344,YES,832
81-53-03-10-000,1207 SHARON AVE,"$51,700.00",2,1901,3,1,0,1244,NO,0
81-53-03-11-000,1203 SHARON AVE,"$1,500.00",,,,,,,,
81-53-03-13-000,1161 SHARON AVE,"$40,100.00",2,1901,2,1,0,1024,NO,0
81-53-03-18-000,1141 SHARON AVE,"$28,300.00",1,1901,3,1,0,1232,YES,454
