parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-75-05-15-000,2339 OAK MEADOW LN,"$289,900.00",1,1999,3,3,1,2484,YES,2292
17-75-05-29-000,OAK MEADOW LN,$100.00,,,,,,,,
17-76-02-27-000,1825 ADAMS LN,"$1,120,100.00",,,,,,,,
17-76-02-27-002,1825 ADAMS LN,"$788,700.00",2,2015,4,4,0,2838,NO,0
44-50-01-01-001,RICHVALE RD,"$49,410.00",,,,,,,,
44-52-01-04-002,5383 -5389 WELLINGTON,$0.00,,,,,,,,
44-52-01-04-003,NORTHPOINTE,"$93,400.00",,,,,,,,
44-52-01-04-005,SHEFFIELD,$0.00,,,,,,,,
44-52-01-18-000,5361 E SHEFFIELD CIR,$0.00,,,,,,,,
44-52-01-25-550,5365 W SHEFFIELD CIR,"$176,800.00",1,2008,2,2,0,1712,NO,0
