parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-02-04-05-000,512 PUTNAM AVE,"$51,900.00",2,1912,4,1,0,2198,YES,1089
81-02-04-06-000,526 PUTNAM AVE,"$103,300.00",,,,,,,,
81-02-04-08-000,534 PUTNAM AVE,"$397,400.00",,,,,,,,
81-02-05-02-000,34 JEFFERSON ST,"$41,500.00",2,1910,3,1,1,5,YES,784
17-27-02-20-000,3765 FRAZEYSBURG RD,"$4,111,700.00",,,,,,,,
17-34-02-29-002,SANDHURST,"$3,900.00",,,,,,,,
17-34-02-30-000,NORTHPOINTE RD,"$41,100.00",,,,,,,,
17-54-04-03-000,3250 KEARNS DR,"$147,590.00",2,1901,5,1,0,2464,YES,1312
17-54-04-03-005,3250 NORTHPOINTE DR,"$1,255,100.00",,,,,,,,
17-75-05-01-000,2350 OAK MEADOW LN,"$310,000.00",1,2002,4,4,1,2536,YES,2518
