parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-52-04-08-000,SHARON AVE,$500.00,,,,,,,,
81-52-04-14-000,1074 GRANT ST,"$31,600.00",1,1901,3,1,0,840,YES,750
81-53-02-04-000,GRANT ST,$600.00,,,,,,,,
81-53-02-10-000,1167 GRANT ST,"$27,160.00",1,1901,3,1,0,774,YES,294
81-53-02-11-000,1161 GRANT ST,"$32,700.00",1,1901,2,1,0,1060,YES,376
81-53-02-16-000,1135 GRANT ST,$700.00,,,,,,,,
81-53-02-18-000,1129 GRANT ST,$600.00,,,,,,,,
81-53-03-04-000,1217 SHARON AVE,"$82,500.00",1,1995,2,2,0,1248,YES,1248
81-53-03-08-000,1206 GRANT ST,$500.00,,,,,,,,
81-53-03-19-000,1135 SHARON AVE,"$38,590.00",1,1890,2,1,0,0,NO,0
