parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-53-03-21-000,1131 SHARON AVE,"$41,400.00",2,1901,2,1,0,1216,YES,608
81-53-03-23-000,CANAL,$700.00,,,,,,,,
81-53-04-04-000,322 FISHERS LN,"$29,300.00",1.5,1924,2,1,0,864,YES,384
81-53-04-06-000,CALVERT ST,"$6,000.00",,,,,,,,
81-53-03-09-000,1211 SHARON AVE,"$64,000.00",2,1901,4,1,0,2212,YES,523
81-53-03-14-000,1155 SHARON AVE,"$7,900.00",,,,,,,,
81-53-03-15-000,1149 SHARON AVE,"$83,700.00",2,1929,4,2,0,3120,YES,1560
81-53-03-20-000,1140 GRANT ST,$500.00,,,,,,,,
81-53-03-22-000,1129 SHARON AVE,"$20,400.00",1,1901,2,1,1,900,YES,84
81-53-04-03-001,SHARON AVE,$500.00,,,,,,,,
