parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-58-02-12-000,959 SILLIMAN ST,"$1,400.00",,,,,,,,
81-58-02-14-001,GREENWOOD AVE,"$1,200.00",,,,,,,,
81-58-02-27-000,981 E MAIN ST,"$19,800.00",1,1890,2,1,0,840,YES,840
81-58-02-42-000,996 GREENWOOD AVE,"$83,500.00",2,2004,4,2,0,1420,YES,680
81-58-02-46-000,1012 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674
81-58-02-54-000,1019 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720
81-58-02-58-000,MAIN ST E,"$1,000.00",,,,,,,,
81-59-01-10-000,1226 WHEELING AVE,"$33,400.00",2,1900,3,1,0,1288,YES,256
81-59-01-16-000,1217 SWINGLE ST,"$60,200.00",2,1901,3,1,0,1444,YES,536
81-59-01-18-000,1227 SWINGLE ST,"$38,800.00",1,1900,2,1,0,1134,YES,315
