parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-53-02-19-000,1129 GRANT ST,$200.00,,,,,,,,
81-53-03-02-000,1237 SHARON AVE,"$52,400.00",1,1901,3,1,0,990,YES,968
81-53-03-12-000,1164 GRANT ST,"$26,600.00",1,1901,3,1,0,832,YES,486
81-53-03-16-000,1145 SHARON AVE,"$3,100.00",,,,,,,,
81-53-04-03-000,1132 SHARON AVE,"$201,600.00",,,,,,,,
81-54-01-07-000,1415 SHARON AVE,"$65,400.00",2,1901,4,1,0,1584,YES,360
81-54-01-12-000,1379 SHARON AVE,"$47,300.00",2,1870,3,1,0,0,YES,792
81-54-01-14-000,GREEN ST,$200.00,,,,,,,,
81-54-01-16-001,1365 SHARON AVE,"$48,000.00",2,1885,3,1,0,1116,YES,252
81-54-01-17-000,1359 SHARON AVE,"$48,800.00",1,2000,3,1,0,990,YES,986
