parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-44-03-05-000,1541 EASTVIEW AVE,"$25,800.00",1,1960,2,1,0,1120,NO,0
81-44-03-06-000,1531 EASTVIEW AVE,"$1,200.00",,,,,,,,
81-47-05-13-000,1416 ST JOHNS ST,"$1,400.00",,,,,,,,
81-47-05-15-000,1405 ST JOHNS ST,$700.00,,,,,,,,
81-47-05-19-000,473 HAESSLER AVE,"$40,000.00",1,1948,2,1,0,1029,NO,0
81-47-05-22-000,1287 DANVILLE ST,"$8,500.00",,,,,,,,
81-47-05-25-000,1249 DANVILLE ST,"$40,400.00",1,1923,2,1,0,888,YES,888
81-48-01-01-000,MARKET ST,"$19,100.00",,,,,,,,
81-48-01-04-000,1238 DANVILLE ST,"$43,400.00",1,1901,3,1,0,1416,YES,450
81-48-02-01-001,338 FISHER LN,"$77,500.00",1,2007,3,2,0,1620,NO,0
